internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
22729326,Doliornis sclateri,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,COTINGIDAE,Doliornis,sclateri,,,,,"(Taczanowski, 1874)",
22729387,Prinia hypoxantha,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CISTICOLIDAE,Prinia,hypoxantha,,,,,"Sharpe, 1877",
22729445,Guyramemua affinis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Guyramemua,affinis,,,,,"(Burmeister, 1856)","Lopes <em>et al. </em>(2018) established a new genus for the species following confirmation that it is more closely related to <em>Sublegatus</em>&#160;than to <em>Suiriri suiriri</em>, and that there are significant and consistent differences from the three members of <em>Sublegatus</em>.&#160;Hence the proposed new genus <em>Guyramemua</em>&#160;Lopes&#160;<em>et al.</em>&#160;2018 is accepted by the BirdLife Taxonomic Working Group, hence&#160;<em>Suiriri affinis </em>(del Hoyo and Collar 2016)<em>&#160;</em>becomes <em>Guyramemua affinis </em>(HBW and BirdLife International (2019).<br/><br/>Previously&#160;<em>Suiriri affinis</em> (del Hoyo and Collar   2016) was newly described as <em>Suiriri islerorum</em> by Zimmer <em>et al</em>. (2001). However, the type specimen of <em>S. affinis</em> previously believed to belong to <em>S.   suiriri</em>&#160;was subsequently shown to relate to   this species, and takes precedence (Kirwan <em>et al</em>. 2014)."
22729454,Zimmerius villarejoi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Zimmerius,villarejoi,,,,,"Alvarez Alonso & Whitney, 2001",
22729465,Spilornis klossi,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Spilornis,klossi,,,,,"Richmond, 1902",
22729471,Capito wallacei,ANIMALIA,CHORDATA,AVES,PICIFORMES,CAPITONIDAE,Capito,wallacei,,,,,"O'Neill, Lane, Kratter, Capparella et al., 2000",
22729490,Alopochen kervazoi,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Alopochen,kervazoi,,,,,"(Cowles, 1994)",
22729557,Poecilotriccus luluae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Poecilotriccus,luluae,,,,,"Johnson & Jones, 2001",
22729692,Egretta gularis,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Egretta,gularis,,,,,"(Bosc, 1792)","<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">Egretta gularis&#160;</em>(del Hoyo and Collar 2014) contains the taxon&#160;<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">dimorpha</em>, which was previously included within&#160;<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">E</em><em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">. garzetta&#160;</em>following Kushlan and Hancock (2005)<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">.&#160;</em>Prior to that, all three taxa were treated as separate species following Sibley and Monroe (1990, 1993).<p></p>"
22729779,Clanga hastata,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Clanga,hastata,,,,,"(Lesson, 1831)","<em>Clanga hastata</em>&#160;(del Hoyo and Collar 2014)&#160;was previously placed in the genus <em>Aquila</em>.<span style=""font-style: italic;""><br/></span><span style=""font-style: italic;""><br/></span><em>Aquila pomarina</em> (Sibley and Monroe 1990, 1993) was previously split into <em>A. pomarina</em> and <em>A. hastata</em> following Parry <em>et al</em>. (2002).  <p></p>"
22729967,Pyrilia aurantiocephala,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Pyrilia,aurantiocephala,,,,,"(Gaban-Lima, Raposo & Hofling, 2002)",
22730713,Monticola erythronotus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Monticola,erythronotus,,,,,"(Lavauden, 1929)",
22731912,Archboldia papuensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Archboldia,papuensis,,,,,"Rand, 1940",
22731930,Falco duboisi,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Falco,duboisi,,,,,"G.S. Cowles, 1994",
22731962,Pellorneum buettikoferi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PELLORNEIDAE,Pellorneum,buettikoferi,,,,,"(Vorderman, 1892)",Previously placed in <em>Trichastoma</em>&#160;(del Hoyo and Collar 2016) but moved to this genus following Cai <em>et al. </em>(2019). Previously treated as conspecific with <em>P. tickelli</em>; precise relationships to congeners require elucidation. Monotypic.
22732040,Otus thilohoffmanni,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Otus,thilohoffmanni,,,,,"Warakagoda & Rasmussen, 2004",
22732059,Gallirallus calayanensis,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallirallus,calayanensis,,,,,"Allen, Oliveros, Espanola, Broad & Gonzalez, 2004",
22732147,Amaurornis magnirostris,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Amaurornis,magnirostris,,,,,"Lambert, 1998",
22732155,Amytornis merrotsyi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MALURIDAE,Amytornis,merrotsyi,,,,,"Mellor, 1913",
22732235,Buteo socotraensis,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,socotraensis,,,,,"Porter &amp; Kirwan, 2010",
22732795,Struthio molybdophanes,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,STRUTHIONIDAE,Struthio,molybdophanes,,,,,"Reichenow, 1883","<em>Struthio camelus</em> and <em>S. molybdophanes</em> (del Hoyo and Collar 2014) were previously lumped as <em>S. camelus</em> following Sibley and Monroe (1990, 1993)."
22732918,Hemiphaga chathamensis,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Hemiphaga,chathamensis,,,,,"(Rothschild, 1891)","<p><em>Hemiphaga novaeseelandiae</em> and <em>H. chathamensis</em> (del Hoyo and Collar<em>&#160;</em>2014) were previously lumped as <em>H. novaeseelandiae</em> following Sibley and Monroe (1990, 1993).<em></em></p>"
22732926,Pomarea fluxa,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Pomarea,fluxa,,,,,"Murphy & Mathews, 1928",
22732936,Pomarea nukuhivae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Pomarea,nukuhivae,,,,,"Murphy & Mathews, 1928",
22732961,Geokichla mendeni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Geokichla,mendeni,,,,,"(Neumann, 1939)",<p><em>Geokichla mendeni </em>(del Hoyo and Collar 2016) was previously listed as <em>Zoothera mendeni</em>.</p>
22732967,Myophonus castaneus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myophonus,castaneus,,,,,"(Wardlaw Ramsay, 1880)",
22733286,Scytalopus urubambae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,urubambae,,,,,"J.T. Zimmer, 1939",
103753407,Heteromyias albispecularis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PETROICIDAE,Heteromyias,albispecularis,,,,,"(Salvadori, 1876)","<p><em>Heteromyias albispecularis, H. armiti </em>and<em> H. cinereifron</em>s (del Hoyo and Collar 2016) were previously lumped as <em>H. albispecularis </em>(see Christidis &amp; Boles [1994, 2008]).</p>  <p>&#160;</p>"
22733849,Thamnophilus tenuepunctatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Thamnophilus,tenuepunctatus,,,,,"Lafresnaye, 1853",
22733891,Aglaiocercus berlepschi,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Aglaiocercus,berlepschi,,,,,"(E. Hartert, 1898)",
22734083,Nisaetus pinskeri,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Nisaetus,pinskeri,,,,,"(Preleuthner &amp; Gamauf, 1998)","<em>Nisaetus philippensis</em> and <em>N. pinskeri</em> (del Hoyo and Collar 2014) were previously lumped as <em>N.</em> <em>philippensis</em> following Haring <em>et al</em>. (2006), which before then was placed in the genus <em>Spizaetus </em>following Sibley and Monroe (1990, 1993).<p></p>"
22734140,Rhynchostruthus louisae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Rhynchostruthus,louisae,,,,,"Lort Phillips, 1897",
22734320,Pomarea mendozae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Pomarea,mendozae,,,,,"(Hartlaub, 1854)",
22734342,Chloropsis aurifrons,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CHLOROPSEIDAE,Chloropsis,aurifrons,,,,,"(Temminck, 1829)",
22734453,Garrulax ferrarius,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,ferrarius,,,,,"Riley, 1930",
22734473,Garrulax taewanus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,taewanus,,,,,"Swinhoe, 1859",
22734563,Dasycrotapha pygmaea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ZOSTEROPIDAE,Dasycrotapha,pygmaea,,,,,"(Ogilvie-Grant, 1896)",<p><em>Dasycrotapha pygmaea </em>(del Hoyo and Collar 2016) was previously listed as <em>Stachyris pygmaea</em>.</p>
22734762,Clytorhynchus sanctaecrucis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Clytorhynchus,sanctaecrucis,,,,,"Mayr, 1933",
22734789,Turnix novaecaledoniae,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,TURNICIDAE,Turnix,novaecaledoniae,,,,,"Ogilvie-Grant, 1893","<em>Turnix varius</em> and <em>T. novaecaledoniae</em> (del Hoyo and Collar 2014) were previously lumped as <em>T. varius</em> following Sibley and Monroe (1990, 1993).<br/><p></p>"
22734897,Polyplectron katsumatae,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,katsumatae,,,,,"Rothschild, 1906",
22734967,Rigidipenna inexpectata,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,PODARGIDAE,Rigidipenna,inexpectata,,,,,"E. Hartert, 1901",
22735037,Clytorhynchus nigrogularis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Clytorhynchus,nigrogularis,,,,,"(Layard, 1875)",
22735054,Locustella seebohmi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LOCUSTELLIDAE,Locustella,seebohmi,,,,,"(Brooks, 1875)",<p><em>Locustella seebohmi </em>(del Hoyo and Collar 2016) was previously listed as <em>Bradypterus seebohmi</em>.</p>
22735157,Dasycrotapha plateni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ZOSTEROPIDAE,Dasycrotapha,plateni,,,,,"(Blasius, 1890)",<p><em>Dasycrotapha plateni </em>(del Hoyo and Collar 2016) was previously listed as <em>Stachyris plateni</em>.</p>
22735261,Rhynchostruthus socotranus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Rhynchostruthus,socotranus,,,,,"Sclater & Hartlaub, 1881",
22735345,Nesospiza questi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Nesospiza,questi,,,,,"P.R. Lowe, 1923",
103874452,Montecincla fairbanki,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Montecincla,fairbanki,,,,,"(Blanford, 1869)","<p><em></em></p><p>  </p><p><em>Trochalopteron fairbanki, T. meridionale, T. jerdoni&#160;</em>and&#160;<em>T. cachinnans&#160;</em>have been moved to the new genus&#160;<em>Montecincla&#160;</em>after they were found to be&#160;sister to a clade composed of&#160;<em>Heterophasia, Minla, Actinodura, Leiothrix, Liocichla&#160;</em>and&#160;<em>Crocias&#160;</em>(Robin&#160;<em>et al.&#160;</em>2017). They have also received new common names, and are listed as<em>&#160;</em>Palani Chilappan<em>&#160;Montecincla fairbanki</em>,&#160;Ashambu Chilappan&#160;<em>M. meridionalis</em>, Banasura Chilappan<em>&#160;M. jerdoni</em>&#160;and Nilgiri Chilappan&#160;<em>M. cachinnans</em>.<br/><em><br/>T. fairbanki&#160;</em>and<em>&#160;T. meridionale</em>&#160;(del Hoyo and Collar 2016) were previously lumped as&#160;<em>Strophocincla fairbanki&#160;</em>following Rasmussen and Anderton (2005).</p>  <p></p>"
22735416,Sholicola major,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Sholicola,major,,,,,"(Jerdon, 1844)","<em>Myiomela albiventris&#160;</em>and&#160;<em>M. major&#160;</em>have been moved to the new genus&#160;<em>Sholicola&#160;</em>after they were found to be&#160;sister to a newly uncovered clade composed of several genera of mainly Asian blue-flycatchers (Robin&#160;<em>et al.&#160;</em>2017). They have also received new common names, and are listed as<em>&#160;</em>White-bellied Sholakili<em>&#160;Sholicola albiventris&#160;</em>and Nilgiri Sholakili&#160;<em>S. major</em>."
22735563,Zosterops gibbsi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ZOSTEROPIDAE,Zosterops,gibbsi,,,,,"Dutson, 2008",
22735599,Passer hemileucus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Passer,hemileucus,,,,,"Ogilvie-Grant & Forbes, 1900",
22735615,Charadrius dealbatus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Charadrius,dealbatus,,,,,"(Swinhoe, 1870)","<p><em>Charadrius alexandrinus, C. dealbatus </em>and<em> C. nivosus </em>(del Hoyo and Collar<em> </em>2014) were previously lumped as <em>C. alexandrinus </em>following Sibley and Monroe (1990, 1993)<em>. </em></p><p><em></em></p>"
22735692,Rostratula australis,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ROSTRATULIDAE,Rostratula,australis,,,,,"(Gould, 1838)",
22735819,Erythropitta granatina,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PITTIDAE,Erythropitta,granatina,,,,,"(Temminck, 1830)",<em>Erythropitta granatin</em>a (del Hoyo and   Collar 2016) was previously listed as <em>Pitta   granatina</em>.
22735824,Nok hualon,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Nok,hualon,,,,,"(Woxvold, Duckworth &amp; Timmins, 2009)","Bare-faced Bulbul has been shown not to be in the genus <em>Pycnonotus&#160;</em>via genetic analysis, which places it sister to <em>Spizixos </em>but sufficiently differentiated to warrant a novel genus, named Nok (Fuchs <em>et al. </em>2018). This treatment is accepted by the BirdLife Taxonomic Working Group, which recognises <em>Nok hualon</em>&#160;(Handbook of the Birds of the World and BirdLife International 2019)."
22735943,Nesospiza acunhae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Nesospiza,acunhae,,,,,"Cabanis, 1873",
22736120,Phyllomyias weedeni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Phyllomyias,weedeni,,,,,"Herzog, Kessler & Balderrama, 2008",
22736188,Scytalopus diamantinensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,diamantinensis,,,,,"Bornschein et al., 2007",
22736423,Chasiempis ibidis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Chasiempis,ibidis,,,,,"Stejneger, 1988",
22736440,Chasiempis sandwichensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Chasiempis,sandwichensis,,,,,"(Gmelin, 1789)",
22736456,Grallaricula cumanensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,GRALLARIIDAE,Grallaricula,cumanensis,,,,,"Hartert, 1900",
22736523,Hydrornis irena,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PITTIDAE,Hydrornis,irena,,,,,"(Temminck, 1836)","<p><em>Hydrornis irena</em> (del Hoyo and Collar 2016) was previously listed as <em>Pitta irena</em>, following a split of <em>P. guajana</em> into <em>P. guajana, P. irena</em> and <em>P. schwaneri</em>, by the BirdLife Taxonomic Working Group on the basis of many strong plumage differences, some morphometric differences in guajana, and modest vocal differences, as noted by Rheindt &amp; Eaton (2010).</p>"
45014476,Goura sclaterii,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Goura,sclaterii,,,,,"Salvadori, 1876","<em>Goura scheepmakeri</em> and <em>G. sclaterii</em> (del Hoyo and Collar 2014) were previously lumped as <em>G. scheepmakeri</em> following Sibley and Monroe (1990, 1993)."
45015567,Nisaetus philippensis,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Nisaetus,philippensis,,,,,"(Gould, 1863)","<em>Nisaetus philippensis</em> and <em>N. pinskeri</em> (del Hoyo and Collar 2014) were previously lumped as <em>N.</em> <em>philippensis</em> following Haring <em>et al</em>. (2006), which before then was placed in the genus <em>Spizaetus </em>following Sibley and Monroe (1990, 1993)."
45355372,Lophura inornata,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Lophura,inornata,,,,,"(Salvadori, 1879)","<em>Lophura inornata</em>&#160;(del Hoyo and Collar 2014) was previously split as&#160;<em>L.&#160;inornata</em>&#160;and&#160;<em>L. hoogerwerfi</em>&#160;following Sibley and Monroe (1990, 1993)."
45359050,Malacoptila minor,ANIMALIA,CHORDATA,AVES,PICIFORMES,BUCCONIDAE,Malacoptila,minor,,,,,"Sassi, 1911","<em>Malacoptila striata</em> and <em>M. minor</em> (del Hoyo and Collar 2014) were previously lumped as <em>M. striata</em> following Sibley and Monroe (1990, 1993)."
45422118,Pyrrhura amazonum,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,amazonum,,,,,"Hellmayr, 1906","<em>Pyrrhura picta</em>, <em>P. snethlageae</em>, <em>P. parvifrons</em>, <em>P. amazonum</em>, <em>P. lucianii</em>, <em>P. roseifrons</em>, <em>P. peruviana</em>, <em>P. subandina</em>, <em>P. caeruleiceps</em> and <em>P. eisenmanni </em>(del Hoyo and Collar 2014) were previously lumped as <em>P. picta</em> following Sibley and Monroe (1990, 1993)."
45422369,Pyrrhura snethlageae,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,snethlageae,,,,,"Joseph &amp; Blake, 2002","<em>Pyrrhura picta</em>, <em>P. snethlageae</em>, <em>P. parvifrons</em>, <em>P. amazonum</em>, <em>P. lucianii</em>, <em>P. roseifrons</em>, <em>P. peruviana</em>, <em>P. subandina</em>, <em>P. caeruleiceps</em> and <em>P. eisenmanni </em>(del Hoyo and Collar 2014) were previously lumped as <em>P. picta</em> following Sibley and Monroe (1990, 1993)."
45422623,Pyrrhura eisenmanni,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,eisenmanni,,,,,"Delgado, 1985","<em>Pyrrhura picta</em>, <em>P. snethlageae</em>, <em>P. parvifrons</em>, <em>P. amazonum</em>, <em>P. lucianii</em>, <em>P. roseifrons</em>, <em>P. peruviana</em>, <em>P. subandina</em>, <em>P. caeruleiceps</em> and <em>P. eisenmanni </em>(del Hoyo and Collar 2014) were previously lumped as <em>P. picta</em> following Sibley and Monroe (1990, 1993)."
45430572,Amazona farinosa,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Amazona,farinosa,,,,,"(Boddaert, 1783)","<em>Amazona farinosa</em> and <em>A. guatemalae</em> (del Hoyo and Collar 2014) were previously lumped as <em>A. farinosa</em> following Sibley and Monroe (1990, 1993)."
45449331,Ninox malaitae,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Ninox,malaitae,,,,,"Mayr, 1931","<em>Ninox jacquinoti</em>, <em>N. granti</em>, <em>N. malaitae</em> and <em>N. roseoaxillaris</em> (del Hoyo and Collar 2014) were previously lumped as <em>N. jacquinoti </em>following Sibley and Monroe (1990, 1993)."
